Genre,Artist,Song,Lyric
Metal,Zeromancer,Feed You With A Kiss,"Am I the queen up your sleeve
When you got no ace
Am I a slap in your face
Am I the boy in your bed
When you're feeling down
Am I your living dead

Would you die for me

It doesn't have to be like this
No!
Feed you with a kiss
Oh no!
It doesn't have to be like this
No!
Feed you with a kiss

Am I the queen up your sleeve
When you got no ace
Am I a slap in your face
Am I a thought in your head
That I keep away from you
Cause it frightens me

But you
Gotta step away from it
Step away from all of it
Gotta step away from it
Step away from all of this shit

"
Metal,Zandelle,Face Of War,"Bullets flying all around, sounds of battle everywhere

Corpses rotting on the ground, screams of dying fill the air

Will I die here? Will this be the end for me?


Fear grips my soul, paralyzing me

Feel the terror of impending doom

Death surrounds me, sick decaying fumes

Bloody horror, bodies torn apart

Dread takes refuge deep within my heart

Within my heart


Now I have to overcome this fear

Pay no heed to death that is so near


As I look into their eyes I can see they are devoid of hope

Their minds tell their bodies lies, it's the only way to cope


See their hollow stares

It's the face of war

See their empty eyes

Hope exists in there no more


How can I cope with the lunacy around me?

Will I fall victim to impending insanity?


Fight!


I can feel it taking hold

Utter numbness taking over me

It is turning my heart cold

Spawns indifference out of agony


So I rush to join my comrades, rage of battle takes control

Fury conquers all emotion, victory my only goal

My foes die here? This will be the end for them?


See their hollow stares

It's the face of war

See their empty eyes

Hope exists in there no more

"
Metal,Melechesh,Wardjinn (Demo Version  98),"Spheres of Chaos, bring forth demise
I see destruction through my eyes
Behold the sphinx of Ashur rise
He brings Akkad's demise

Assyrian war Demon
Assyrian war Genii

A hail of demons attack from the sky
Black form figures with red eyes
Armed with scimitars forged in gold
Hear their howling and their cries

Assyrian war Demon
Assyrian war Genii
Assyrian war Demon
Assyrian battle skies

""I traveled all the worlds
I see it before my eyes
The land of all nine whores
New Babylon in the sky
This is the only way, to rule with fire
Wardjinn leaves the stone""

The creature is unleashed
Blowing the hot xul sands
Spreading his wings
Fire lightning from his hands
This mighty Djinn
A beast made before man
Macro-destruction released by his chants

His chants:
""Xul alla xul""
Shout
""Zi dingir alla xul""
His chants:
""Xul alla xul""
""Shamash maklu xul""

His chants:
""Xul alla xul""
Shout
""Zi dingir alla xul""
His chants:
""Xul alla xul""
Infernal chants
""Shamash maklu xul""

Whirling fire-winds sweep the battle fields
Oh, the beauty of their cries
Nineth Sphere of Chaos released from the mind
Macro-destruction, the wardjinn smiles

Assyrian war Demon
Assyrian war Genii
Assyrian war Demon
Assyrian battle skies

Assyrian war Demon
Assyrian war Genii
Assyrian war Demon
Assyrian battle skies

"
Metal,Melvins,(Clover),"
"
Metal,Zero Hour,A Passage,"
"
Metal,Zeraphine,In Your Room,"In your room
Where time stands still
Or moves at your will
Will you let the morning come soon
Or will you leave me lying here
In your favourite darkness
Your favourite half-light
Your favourite consciousness
Your favourite slave

In your room
Where souls disappear
Only you exist here
Will you lead me to your armchair
Or leave me lying here
Your favourite innocence
Your favourite prize
Your favourite smile
Your favourite slave

I'm hanging on your words
living on your breath
feeling with your skin
Will I always be here

In your room
Your burning eyes
Cause flames to arise
Will you let the fire die down soon
Or will I always be here
Your favourite passion
Your favourite game
Your favourite mirror
Your favourite slave

I'm hanging on your words
living on your breath
feeling with your skin
Will I always be here

"
Metal,Damnation Angels,Finding Requiem,"Preacher, preacher, preacher! Thereâs no use in trying to explain
You left me here alone, now whoâs to blame?
Iâm drowning, sinking deeper, feeding silence since Iâve reached this hell
For everything Iâve had in lifeâs wishing well
Cause when the darkness enters you, it clouds your mind
I donât know what is wrong, or what is right
The structure fails, the cracks are clearer, no light in sight

Can you take me with you?
Wherever the dark has gone, to somewhere that I belong?
Here in the river, Iâve spent so long finding requiem.

Broken, beaten Father, you have my ears, so shall we start?
Are you the reason why it all fell apart? Oh Yeah
Staring mirror mirror, what is it that you think you see?
Whatever left is just a shadow of me
But when the light removes you and all you are is a silhouette dancing
Alone with the reaper, any last regrets?
The structures fail, the shackles are breaking, release from fate

Can you take me with you ?
Wherever the dark has gone, to somewhere that I belong?
Here in the river, Iâve stayed so long finding requiem

Can you take me with you?
To the other side, beyond where the dark has gone?
Can you take me with you ?
Wherever the dark has gone, to somewhere that I belong?
Here in the river, Iâve spent so long trying to find my requiem
Can you take me with you ?
Wherever the dark has gone, to somewhere that I belong?
Here in the riverâ¦finding requiem

"
Metal,Zero Hour,Destiny Is Sorrow,"Frustrated with fragile mind

The rage binds my eyes

Straining bleeding dry

I reach my demise


Torn by my own screams

From an endless dream

Take another stride toward the dark side

Only fear remains who inflicts the pain

Won't you if I die give me wings to fly


Destiny is sorrow

Walk with me

Your soul will follow


Stories told tortured souls

The pain I fear is drawing near

Misguided lives find their demise

They cannot reach the other side


Destiny is sorrow

Walk with me

Future is hallow


Stagnant tears wandering fears

Sacrifice compromise


Destiny is sorrow

Walk with me

Insane tomorrows


Locked inside my world imprisoned by despair

Destined by the endless rhythms in the air

Sanctuary is never to be revealed

Spiraling down toward the vision so surreal


Take my hand walk with me again

See the light as it fades toward the end

No more time it's time for you to choose

No more endless fears

What more have you to lose


Fragile mind bleeding dry

I see the rage as it binds my eyes


Nothing left for me no more destiny

Fate is looking in and the light is getting dim

What am I to do I leave it up to you

I cannot look inside my fate has been denied


Peaceful strain no more pain

I drift away nothing more to gain

Peering down I never drown

I fade away nothing left to say


I am so lost I can't find my way home

You say a prayer so my soul will not roam


Who reigns who reigns who reigns

Who reigns who reigns who reigns

"
Metal,Melechesh,A Summoning Of Ifrit And Genii (Demo Version  98),"Into burning eyes
You stare hypnotically
You're Possessed by the Mesospotamian Genii
Cults of Chaos
Desert Sabbaths
Of witching Minds
Summoning the Ifrit...Ah...

Give into your desires, bring forth a being to (fulfill) you needs
From another timeless dimension
An entity of malefic breed

Into red burning eyes
You stare hypnotically
You're mine forever, ever and ever...

Your shell is yours free!
It's nothing but ashes to me
Your soul is mine, mine, all mine!!

Into burning eyes you stare
You are mine FOREVER!!!

Give into your desires
Bring forth a being to (fulfill) you needs
From another timeless dimension
An entity of malefic breed.

"
Metal,Melvins,Caped Crusader,"When I die you will find
My body clean and shaved
Do not touch my genitals
Without gloves on your hands
Let no one come near me
If they are female
Watch on my left hand
Perfume made just for men
Purify my soul from unclean things 
Pray all night
Sharpen knives to slaughter swift and clean
Prophet says the animal should not feel any pain
Oh God forgive me for all my sins
The time of fun and waste has gone
Judgment has arrived
Wedding in paradise
The black-eyed virgins call
Come hither, friend of god 
God is great God is love
We must kill infidels 
I don't care if I do
What's right in the sight of men
Important thing is for me
To do right in God's sight
Annoint me with cooking oil
I'm Daniel in the Den
Baby killers and calico cats
You shall feel my wrath 
Yeh yeh-eh Yeh-eh God is Great
Yeh yeh-eh Yeh-eh God is Love
No No-o God but God
We must kill in-fi-dels. 
I am ready to become a martyr
Give the most precious thing I have
Fight with my heart to the last drop
Of blood... Blood 
Why do we hate you so
To blow ourselves up to blow up you
Every time you bomb our lands
It might be time for you to ask
What will their kids be like?
What will their kids be like? 
Killin' time, blending in
A smile and a paper hat
Feel jihad each time I ask
Would you like fries with that?
Our Bruce Wayne, complete with cave
Dispatched crime-fighting bats
Think like me for a minute or three
You'll come up with a way
To slip right though your gates 
You'll never be secure
You'll never be secure
There is no God
But God

"
Metal,Acid King,Heavy Load,"Traveling down the road
The conditions are not just right
Carrying a heavy load
Feeling you get at night
Hiding the eyes that shine
With the clouds hanging down below
When you carry a heavy load
You've got nowhere else to go

Traveling down the road
The conditions are not just right
Carrying a heavy load
Sun sets on the dark white ice
Speed jumps when the heart rates rise
As we swerve to the streets below
When you carry a heavy load
You've got nowhere else to go

Carrying a heavy load
Carrying a heavy load
Carrying a heavy load
Carrying a heavy load

"
Metal,Melechesh,Apkallu Counsel,"[Music: Al'Hazred, Ashmedi, Moloch / Lyrics: Proscriptor]

Ea rewards the Sages with seven gems
Each is stamped onto copper and burnished gold
Ea melts defined sigils into magic squares
As the cyclones of water start to rise

[Ea:]
""Now, you are emerging from the voids of Apsu
Your law will shelter the gifts of enchantment
But when the silhouettes of the icons appear
(The) five deities of planets will stalk below""

Tempests break through as Ishtar arrives
Wer and imsuhhu as a unit collide
Stones fall to pieces as Nabu becomes visible
Shulpae leads the others into confiscation

[Ea:]
""As I flood the fresh water with my insight,
Symbols sculpt and carve the charms with my rule
As I stand before the set of deities
I rape magnetic charge from their earthy path""

He went through gates of fate
According to cuneiforms
It said Dreamers observed
To find him crown the shrine:
""While we gave your wisdom to the far-sighted
We beheld Ea falling in the Apsu.""

"
